آستانه,تعداد_شاخص‌ها,لیست_شاخص‌ها,الگوی_وضعیت,تعداد_کل_وقوع,تعداد_ضررده,تعداد_سودده,درصد_ضررده,درصد_سودده,نسبت_شانس,دوره‌ها
0.3,2,PPI m/m|CPI y/y,Bad|Neutral,6,3,3,50.0,50.0,1.0,2018-11-09_2018-12-08|2020-01-30_2020-02-28|2021-01-28_2021-02-26|2021-07-29_2021-08-27|2022-01-27_2022-02-25|2025-07-31_2025-08-29
0.3,2,PPI m/m|CPI y/y,Good|Neutral,3,2,1,66.7,33.3,2.0,2020-04-30_2020-05-29|2022-07-28_2022-08-26|2023-11-02_2023-12-01
0.3,2,PPI m/m|CPI y/y,Neutral|Bad,1,1,0,100.0,0.0,inf,2020-07-30_2020-08-28
0.3,2,PPI m/m|CPI y/y,Bad|Bad,1,1,0,100.0,0.0,inf,2021-06-17_2021-07-16
0.0,2,Core PPI m/m|CPI y/y,Bad|Bad,11,7,4,63.6,36.4,1.75,2018-02-01_2018-03-02|2019-01-31_2019-03-01|2019-03-21_2019-04-19|2020-01-30_2020-02-28|2020-07-30_2020-08-28|2021-06-17_2021-07-16|2021-07-29_2021-08-27|2022-01-27_2022-02-25|2022-03-17_2022-04-15|2023-02-02_2023-03-03|2024-02-01_2024-03-01
0.0,2,Core PPI m/m|CPI y/y,Neutral|Neutral,2,2,0,100.0,0.0,inf,2018-05-03_2018-06-01|2021-12-16_2022-01-14
0.0,2,Core PPI m/m|CPI y/y,Bad|Neutral,4,3,1,75.0,25.0,3.0,2018-06-14_2018-07-13|2018-11-09_2018-12-08|2019-06-20_2019-07-19|2021-01-28_2021-02-26
0.0,2,Core PPI m/m|CPI y/y,Neutral|Good,1,1,0,100.0,0.0,inf,2018-09-27_2018-10-26
0.0,2,Core PPI m/m|CPI y/y,Good|Neutral,2,2,0,100.0,0.0,inf,2018-12-20_2019-01-18|2024-12-19_2025-01-17
0.0,2,Core PPI m/m|CPI y/y,Good|Good,8,4,4,50.0,50.0,1.0,2019-05-02_2019-05-31|2020-04-30_2020-05-29|2020-11-06_2020-12-05|2022-07-28_2022-08-26|2022-11-03_2022-12-02|2023-06-15_2023-07-14|2023-11-02_2023-12-01|2024-06-13_2024-07-12
0.0,2,Core PPI m/m|CPI y/y,Good|Bad,4,1,3,25.0,75.0,0.33,2019-08-01_2019-08-30|2021-09-23_2021-10-22|2021-11-04_2021-12-03|2022-05-05_2022-06-03
0.0,2,Core PPI m/m|CPI y/y,Bad|Good,2,1,1,50.0,50.0,1.0,2023-07-27_2023-08-25|2025-07-31_2025-08-29
0.0,2,Core PPI m/m|CPI y/y,Neutral|Bad,2,1,1,50.0,50.0,1.0,2024-03-21_2024-04-19|2024-09-19_2024-10-18
0.1,2,Core PPI m/m|CPI y/y,Bad|Bad,8,5,3,62.5,37.5,1.67,2018-02-01_2018-03-02|2020-01-30_2020-02-28|2020-07-30_2020-08-28|2021-06-17_2021-07-16|2021-07-29_2021-08-27|2022-01-27_2022-02-25|2023-02-02_2023-03-03|2024-02-01_2024-03-01
0.1,2,Core PPI m/m|CPI y/y,Neutral|Neutral,6,5,1,83.3,16.7,5.0,2018-05-03_2018-06-01|2018-06-14_2018-07-13|2019-03-21_2019-04-19|2019-06-20_2019-07-19|2021-12-16_2022-01-14|2023-07-27_2023-08-25
0.1,2,Core PPI m/m|CPI y/y,Neutral|Good,5,3,2,60.0,40.0,1.5,2018-09-27_2018-10-26|2019-05-02_2019-05-31|2020-11-06_2020-12-05|2023-06-15_2023-07-14|2024-06-13_2024-07-12
0.1,2,Core PPI m/m|CPI y/y,Bad|Neutral,4,2,2,50.0,50.0,1.0,2018-11-09_2018-12-08|2021-01-28_2021-02-26|2022-03-17_2022-04-15|2025-07-31_2025-08-29
0.1,2,Core PPI m/m|CPI y/y,Good|Neutral,3,2,1,66.7,33.3,2.0,2018-12-20_2019-01-18|2023-11-02_2023-12-01|2024-12-19_2025-01-17
0.1,2,Core PPI m/m|CPI y/y,Neutral|Bad,4,2,2,50.0,50.0,1.0,2019-01-31_2019-03-01|2021-11-04_2021-12-03|2024-03-21_2024-04-19|2024-09-19_2024-10-18
0.1,2,Core PPI m/m|CPI y/y,Good|Bad,3,1,2,33.3,66.7,0.5,2019-08-01_2019-08-30|2021-09-23_2021-10-22|2022-05-05_2022-06-03
0.1,2,Core PPI m/m|CPI y/y,Good|Good,3,2,1,66.7,33.3,2.0,2020-04-30_2020-05-29|2022-07-28_2022-08-26|2022-11-03_2022-12-02
0.2,2,Core PPI m/m|CPI y/y,Neutral|Bad,4,1,3,25.0,75.0,0.33,2018-02-01_2018-03-02|2021-11-04_2021-12-03|2022-05-05_2022-06-03|2023-02-02_2023-03-03
0.2,2,Core PPI m/m|CPI y/y,Neutral|Neutral,17,13,4,76.5,23.5,3.25,2018-05-03_2018-06-01|2018-06-14_2018-07-13|2018-09-27_2018-10-26|2019-01-31_2019-03-01|2019-03-21_2019-04-19|2019-05-02_2019-05-31|2019-06-20_2019-07-19|2020-04-30_2020-05-29|2020-11-06_2020-12-05|2021-12-16_2022-01-14|2022-07-28_2022-08-26|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2024-03-21_2024-04-19|2024-06-13_2024-07-12|2024-09-19_2024-10-18|2024-12-19_2025-01-17
0.2,2,Core PPI m/m|CPI y/y,Bad|Neutral,6,2,4,33.3,66.7,0.5,2018-11-09_2018-12-08|2020-01-30_2020-02-28|2021-01-28_2021-02-26|2021-07-29_2021-08-27|2022-03-17_2022-04-15|2025-07-31_2025-08-29
0.2,2,Core PPI m/m|CPI y/y,Good|Neutral,4,2,2,50.0,50.0,1.0,2018-12-20_2019-01-18|2019-08-01_2019-08-30|2021-09-23_2021-10-22|2023-11-02_2023-12-01
0.2,2,Core PPI m/m|CPI y/y,Bad|Bad,4,4,0,100.0,0.0,inf,2020-07-30_2020-08-28|2021-06-17_2021-07-16|2022-01-27_2022-02-25|2024-02-01_2024-03-01
0.2,2,Core PPI m/m|CPI y/y,Good|Good,1,0,1,0.0,100.0,0.0,2022-11-03_2022-12-02
0.3,2,Core PPI m/m|CPI y/y,Neutral|Neutral,26,16,10,61.5,38.5,1.6,2018-02-01_2018-03-02|2018-05-03_2018-06-01|2018-06-14_2018-07-13|2018-09-27_2018-10-26|2018-11-09_2018-12-08|2019-01-31_2019-03-01|2019-03-21_2019-04-19|2019-05-02_2019-05-31|2019-06-20_2019-07-19|2020-01-30_2020-02-28|2020-04-30_2020-05-29|2020-11-06_2020-12-05|2021-09-23_2021-10-22|2021-11-04_2021-12-03|2021-12-16_2022-01-14|2022-05-05_2022-06-03|2022-07-28_2022-08-26|2022-11-03_2022-12-02|2023-02-02_2023-03-03|2023-06-15_2023-07-14|2023-07-27_2023-08-25|2023-11-02_2023-12-01|2024-03-21_2024-04-19|2024-06-13_2024-07-12|2024-09-19_2024-10-18|2024-12-19_2025-01-17
0.3,2,Core PPI m/m|CPI y/y,Good|Neutral,2,1,1,50.0,50.0,1.0,2018-12-20_2019-01-18|2019-08-01_2019-08-30
0.3,2,Core PPI m/m|CPI y/y,Bad|Bad,2,2,0,100.0,0.0,inf,2020-07-30_2020-08-28|2021-06-17_2021-07-16
0.3,2,Core PPI m/m|CPI y/y,Bad|Neutral,6,3,3,50.0,50.0,1.0,2021-01-28_2021-02-26|2021-07-29_2021-08-27|2022-01-27_2022-02-25|2022-03-17_2022-04-15|2024-02-01_2024-03-01|2025-07-31_2025-08-29
